linha=1 | nome=Eduarda | acao=estudou computacao | valor=1738
linha=73 | nome=Helena | acao=executou o benchmark | valor=9827
linha=74 | nome=Natalia | acao=participou da aula | valor=1427
linha=75 | nome=Igor | acao=participou da aula | valor=4429
linha=76 | nome=Eduarda | acao=estudou computacao | valor=3914
linha=77 | nome=Ana | acao=comparou as metricas | valor=7145
linha=78 | nome=Ana | acao=estudou computacao | valor=8217
linha=79 | nome=Lucas | acao=analisou os resultados | valor=1508
linha=80 | nome=Gabriela | acao=estudou computacao | valor=6045
linha=81 | nome=Igor | acao=executou o benchmark | valor=5520
linha=82 | nome=Igor | acao=fez um experimento | valor=4534
linha=83 | nome=Paulo | acao=executou o benchmark | valor=7734
linha=84 | nome=Otavio | acao=executou o benchmark | valor=5291
linha=85 | nome=Mariana | acao=otimizou o algoritmo | valor=2881
linha=86 | nome=Tiago | acao=participou da aula | valor=4439
linha=87 | nome=Mariana | acao=otimizou o algoritmo | valor=7346
linha=88 | nome=Karen | acao=comparou as metricas | valor=9909
linha=89 | nome=Natalia | acao=comparou as metricas | valor=4950
linha=90 | nome=Otavio | acao=escreveu o relatorio | valor=3408
linha=91 | nome=Karen | acao=participou da aula | valor=9441
linha=92 | nome=Sofia | acao=participou da aula | valor=9343
linha=93 | nome=Felipe | acao=otimizou o algoritmo | valor=5223
linha=94 | nome=Mariana | acao=estudou computacao | valor=5509
linha=95 | nome=Daniela | acao=otimizou o algoritmo | valor=1517
linha=96 | nome=Sofia | acao=escreveu o relatorio | valor=3477
linha=97 | nome=Bruno | acao=comparou as metricas | valor=4535
linha=98 | nome=Sofia | acao=executou o benchmark | valor=1745
linha=99 | nome=Sofia | acao=estudou computacao | valor=5051
linha=100 | nome=Igor | acao=participou da aula | valor=9521
linha=101 | nome=Vitor | acao=comparou as metricas | valor=5304
linha=102 | nome=Ana | acao=otimizou o algoritmo | valor=4481
linha=103 | nome=Karen | acao=comparou as metricas | valor=3518
linha=104 | nome=Joao | acao=analisou os resultados | valor=3083
linha=105 | nome=Mariana | acao=fez um experimento | valor=1698
linha=106 | nome=Daniela | acao=executou o benchmark | valor=2477
linha=107 | nome=Sofia | acao=comparou as metricas | valor=7388
linha=108 | nome=Sofia | acao=fez um experimento | valor=9813
linha=109 | nome=Renata | acao=fez um experimento | valor=3609
linha=110 | nome=Daniela | acao=comparou as metricas | valor=8997
linha=111 | nome=Sofia | acao=estudou computacao | valor=4077
linha=112 | nome=Paulo | acao=comparou as metricas | valor=8874
linha=113 | nome=Carlos | acao=estudou computacao | valor=5732
linha=114 | nome=Mariana | acao=analisou os resultados | valor=9516
linha=115 | nome=Otavio | acao=estudou computacao | valor=9254
linha=116 | nome=Sofia | acao=analisou os resultados | valor=8946
linha=117 | nome=Daniela | acao=fez um experimento | valor=8755
linha=118 | nome=Carlos | acao=executou o benchmark | valor=3587
linha=119 | nome=Mariana | acao=estudou computacao | valor=1389
linha=120 | nome=Lucas | acao=comparou as metricas | valor=9061
linha=121 | nome=Mariana | acao=analisou os resultados | valor=6097
linha=122 | nome=Carlos | acao=executou o benchmark | valor=8485
linha=123 | nome=Mariana | acao=otimizou o algoritmo | valor=7941
linha=124 | nome=Karen | acao=estudou computacao | valor=8353
linha=125 | nome=Lucas | acao=comparou as metricas | valor=7392
linha=126 | nome=Igor | acao=participou da aula | valor=3105
linha=127 | nome=Joao | acao=participou da aula | valor=3362
linha=128 | nome=Bruno | acao=otimizou o algoritmo | valor=1329
linha=129 | nome=Daniela | acao=escreveu o relatorio | valor=3514
linha=130 | nome=Lucas | acao=otimizou o algoritmo | valor=8153
linha=131 | nome=Igor | acao=analisou os resultados | valor=6887
linha=132 | nome=Mariana | acao=executou o benchmark | valor=1140
linha=133 | nome=Lucas | acao=analisou os resultados | valor=2548
linha=134 | nome=Carlos | acao=analisou os resultados | valor=2934
linha=135 | nome=Natalia | acao=fez um experimento | valor=1243
linha=136 | nome=Sofia | acao=fez um experimento | valor=1198
linha=137 | nome=Felipe | acao=otimizou o algoritmo | valor=5486
linha=138 | nome=Bruno | acao=otimizou o algoritmo | valor=2622
linha=139 | nome=Natalia | acao=comparou as metricas | valor=2275
linha=140 | nome=Natalia | acao=executou o benchmark | valor=1983
linha=141 | nome=Joao | acao=estudou computacao | valor=1167
linha=142 | nome=Joao | acao=otimizou o algoritmo | valor=8811
linha=143 | nome=Carlos | acao=escreveu o relatorio | valor=4938
linha=144 | nome=Eduarda | acao=analisou os resultados | valor=5966
linha=145 | nome=Natalia | acao=participou da aula | valor=2916
linha=146 | nome=Sofia | acao=executou o benchmark | valor=6040
linha=147 | nome=Natalia | acao=analisou os resultados | valor=6732
linha=148 | nome=Igor | acao=estudou computacao | valor=1681
linha=149 | nome=Felipe | acao=otimizou o algoritmo | valor=7055
linha=150 | nome=Vitor | acao=comparou as metricas | valor=4114
linha=151 | nome=Helena | acao=executou o benchmark | valor=8801
linha=152 | nome=Lucas | acao=fez um experimento | valor=7796
linha=153 | nome=Mariana | acao=otimizou o algoritmo | valor=3781
linha=154 | nome=Vitor | acao=comparou as metricas | valor=2345
linha=155 | nome=Igor | acao=comparou as metricas | valor=7493
linha=156 | nome=Joao | acao=fez um experimento | valor=1284
linha=157 | nome=Joao | acao=estudou computacao | valor=4456
linha=158 | nome=Carlos | acao=estudou computacao | valor=8842
linha=159 | nome=Eduarda | acao=participou da aula | valor=4612
linha=160 | nome=Lucas | acao=participou da aula | valor=7214
linha=161 | nome=Mariana | acao=fez um experimento | valor=7502
linha=162 | nome=Bruno | acao=escreveu o relatorio | valor=5051
linha=163 | nome=Sofia | acao=analisou os resultados | valor=6132
linha=164 | nome=Vitor | acao=otimizou o algoritmo | valor=4025
linha=165 | nome=Mariana | acao=estudou computacao | valor=1812
linha=166 | nome=Igor | acao=comparou as metricas | valor=7795
linha=167 | nome=Felipe | acao=estudou computacao | valor=6429
linha=168 | nome=Mariana | acao=analisou os resultados | valor=8457
linha=169 | nome=Igor | acao=analisou os resultados | valor=8106
linha=170 | nome=Karen | acao=analisou os resultados | valor=5303
linha=171 | nome=Vitor | acao=comparou as metricas | valor=9732
linha=172 | nome=Ana | acao=participou da aula | valor=9442
linha=173 | nome=Renata | acao=otimizou o algoritmo | valor=3710
linha=174 | nome=Gabriela | acao=comparou as metricas | valor=5182
linha=175 | nome=Daniela | acao=comparou as metricas | valor=6127
linha=176 | nome=Lucas | acao=fez um experimento | valor=2173
linha=177 | nome=Carlos | acao=participou da aula | valor=6196
linha=178 | nome=Mariana | acao=otimizou o algoritmo | valor=1750
linha=179 | nome=Lucas | acao=analisou os resultados | valor=8976
linha=180 | nome=Renata | acao=executou o benchmark | valor=4839
linha=181 | nome=Joao | acao=otimizou o algoritmo | valor=7728
linha=182 | nome=Bruno | acao=escreveu o relatorio | valor=8040
linha=183 | nome=Felipe | acao=otimizou o algoritmo | valor=8285
linha=184 | nome=Sofia | acao=fez um experimento | valor=9037
linha=185 | nome=Felipe | acao=escreveu o relatorio | valor=6312
linha=186 | nome=Felipe | acao=participou da aula | valor=2727
linha=187 | nome=Natalia | acao=fez um experimento | valor=4122
linha=188 | nome=Vitor | acao=participou da aula | valor=1444
linha=189 | nome=Lucas | acao=analisou os resultados | valor=3744
linha=190 | nome=Lucas | acao=analisou os resultados | valor=3887
linha=191 | nome=Paulo | acao=fez um experimento | valor=8704
linha=192 | nome=Igor | acao=otimizou o algoritmo | valor=1881
linha=193 | nome=Sofia | acao=comparou as metricas | valor=9029
linha=194 | nome=Vitor | acao=participou da aula | valor=3229
linha=195 | nome=Eduarda | acao=fez um experimento | valor=9019
linha=196 | nome=Igor | acao=estudou computacao | valor=4107
linha=197 | nome=Lucas | acao=executou o benchmark | valor=6372
linha=198 | nome=Tiago | acao=fez um experimento | valor=5809
linha=199 | nome=Ana | acao=estudou computacao | valor=2367
linha=200 | nome=Bruno | acao=fez um experimento | valor=7725
linha=201 | nome=Renata | acao=escreveu o relatorio | valor=4015
linha=202 | nome=Felipe | acao=escreveu o relatorio | valor=7406
linha=203 | nome=Helena | acao=analisou os resultados | valor=3502
linha=204 | nome=Carlos | acao=otimizou o algoritmo | valor=8504
linha=205 | nome=Helena | acao=comparou as metricas | valor=8834
linha=206 | nome=Carlos | acao=otimizou o algoritmo | valor=3659
linha=207 | nome=Tiago | acao=escreveu o relatorio | valor=5256
linha=208 | nome=Tiago | acao=fez um experimento | valor=9126
linha=209 | nome=Sofia | acao=analisou os resultados | valor=9415
linha=210 | nome=Paulo | acao=escreveu o relatorio | valor=1043
linha=211 | nome=Felipe | acao=comparou as metricas | valor=1071
linha=212 | nome=Gabriela | acao=estudou computacao | valor=6458
linha=213 | nome=Ana | acao=executou o benchmark | valor=3516
linha=214 | nome=Karen | acao=comparou as metricas | valor=4736
linha=215 | nome=Lucas | acao=otimizou o algoritmo | valor=1678
linha=216 | nome=Gabriela | acao=fez um experimento | valor=5955
linha=217 | nome=Sofia | acao=comparou as metricas | valor=8766
linha=218 | nome=Helena | acao=escreveu o relatorio | valor=6309
linha=219 | nome=Joao | acao=comparou as metricas | valor=3485
linha=220 | nome=Joao | acao=participou da aula | valor=6145
linha=221 | nome=Ana | acao=analisou os resultados | valor=7213
linha=222 | nome=Felipe | acao=estudou computacao | valor=9505
linha=223 | nome=Igor | acao=executou o benchmark | valor=1548
linha=224 | nome=Felipe | acao=estudou computacao | valor=3830
linha=225 | nome=Gabriela | acao=estudou computacao | valor=2987
linha=226 | nome=Daniela | acao=fez um experimento | valor=2208
linha=227 | nome=Otavio | acao=executou o benchmark | valor=4169
linha=228 | nome=Sofia | acao=otimizou o algoritmo | valor=9582
linha=229 | nome=Paulo | acao=comparou as metricas | valor=2945
linha=230 | nome=Eduarda | acao=analisou os resultados | valor=9420
linha=231 | nome=Joao | acao=executou o benchmark | valor=3663
linha=232 | nome=Tiago | acao=escreveu o relatorio | valor=1698
linha=233 | nome=Tiago | acao=otimizou o algoritmo | valor=6863
linha=234 | nome=Tiago | acao=analisou os resultados | valor=7649
linha=235 | nome=Eduarda | acao=participou da aula | valor=4213
linha=236 | nome=Igor | acao=otimizou o algoritmo | valor=4919
linha=237 | nome=Otavio | acao=fez um experimento | valor=6024
linha=238 | nome=Daniela | acao=executou o benchmark | valor=9991
linha=239 | nome=Gabriela | acao=participou da aula | valor=1176
linha=240 | nome=Tiago | acao=otimizou o algoritmo | valor=3997
linha=241 | nome=Lucas | acao=analisou os resultados | valor=7472
linha=242 | nome=Tiago | acao=fez um experimento | valor=4529
linha=243 | nome=Bruno | acao=executou o benchmark | valor=1046
linha=244 | nome=Gabriela | acao=comparou as metricas | valor=7754
linha=245 | nome=Helena | acao=escreveu o relatorio | valor=1147
linha=246 | nome=Joao | acao=otimizou o algoritmo | valor=8459
linha=247 | nome=Daniela | acao=otimizou o algoritmo | valor=1807
linha=248 | nome=Renata | acao=fez um experimento | valor=9429
linha=249 | nome=Carlos | acao=escreveu o relatorio | valor=1099
linha=250 | nome=Sofia | acao=comparou as metricas | valor=9666
linha=251 | nome=Natalia | acao=participou da aula | valor=6273
linha=252 | nome=Tiago | acao=otimizou o algoritmo | valor=1695
linha=253 | nome=Gabriela | acao=escreveu o relatorio | valor=4053
linha=254 | nome=Daniela | acao=participou da aula | valor=9676
linha=255 | nome=Felipe | acao=estudou computacao | valor=1448
linha=256 | nome=Ana | acao=escreveu o relatorio | valor=5109
linha=257 | nome=Vitor | acao=analisou os resultados | valor=4232
linha=258 | nome=Tiago | acao=estudou computacao | valor=9734
linha=259 | nome=Bruno | acao=comparou as metricas | valor=6425
linha=260 | nome=Bruno | acao=estudou computacao | valor=9472
linha=261 | nome=Otavio | acao=fez um experimento | valor=6698
linha=262 | nome=Sofia | acao=otimizou o algoritmo | valor=5757
linha=263 | nome=Lucas | acao=estudou computacao | valor=2913
linha=264 | nome=Felipe | acao=executou o benchmark | valor=2934
linha=265 | nome=Gabriela | acao=otimizou o algoritmo | valor=6489
linha=266 | nome=Gabriela | acao=comparou as metricas | valor=8380
linha=267 | nome=Lucas | acao=otimizou o algoritmo | valor=6678
linha=268 | nome=Igor | acao=estudou computacao | valor=9875
linha=269 | nome=Daniela | acao=participou da aula | valor=4051
linha=270 | nome=Gabriela | acao=comparou as metricas | valor=8285
linha=271 | nome=Bruno | acao=participou da aula | valor=9234
linha=272 | nome=Joao | acao=executou o benchmark | valor=4575
linha=273 | nome=Felipe | acao=escreveu o relatorio | valor=4346
linha=274 | nome=Bruno | acao=fez um experimento | valor=9324
linha=275 | nome=Igor | acao=estudou computacao | valor=1567
linha=276 | nome=Renata | acao=participou da aula | valor=5956
linha=277 | nome=Sofia | acao=participou da aula | valor=2144
linha=278 | nome=Otavio | acao=executou o benchmark | valor=8630
linha=279 | nome=Helena | acao=otimizou o algoritmo | valor=3835
linha=280 | nome=Carlos | acao=comparou as metricas | valor=3367
linha=281 | nome=Daniela | acao=otimizou o algoritmo | valor=5114
linha=282 | nome=Igor | acao=analisou os resultados | valor=8904
linha=283 | nome=Renata | acao=executou o benchmark | valor=4593
linha=284 | nome=Felipe | acao=analisou os resultados | valor=1540
linha=285 | nome=Ana | acao=participou da aula | valor=8588
linha=286 | nome=Igor | acao=comparou as metricas | valor=3610
linha=287 | nome=Lucas | acao=escreveu o relatorio | valor=2785
linha=288 | nome=Renata | acao=comparou as metricas | valor=4712
linha=289 | nome=Gabriela | acao=fez um experimento | valor=6248
linha=290 | nome=Karen | acao=participou da aula | valor=8699
linha=291 | nome=Mariana | acao=comparou as metricas | valor=6319
linha=292 | nome=Bruno | acao=participou da aula | valor=7562
linha=293 | nome=Natalia | acao=otimizou o algoritmo | valor=2273
linha=294 | nome=Paulo | acao=fez um experimento | valor=5566
linha=295 | nome=Mariana | acao=executou o benchmark | valor=5666
linha=296 | nome=Vitor | acao=estudou computacao | valor=2520
linha=297 | nome=Joao | acao=estudou computacao | valor=9876
linha=298 | nome=Lucas | acao=escreveu o relatorio | valor=2220
linha=299 | nome=Helena | acao=executou o benchmark | valor=4362
linha=300 | nome=Vitor | acao=analisou os resultados | valor=7450
linha=301 | nome=Eduarda | acao=analisou os resultados | valor=4027
linha=302 | nome=Sofia | acao=analisou os resultados | valor=8860
linha=303 | nome=Tiago | acao=analisou os resultados | valor=9551
linha=304 | nome=Mariana | acao=comparou as metricas | valor=1002
linha=305 | nome=Tiago | acao=executou o benchmark | valor=7198
linha=306 | nome=Lucas | acao=comparou as metricas | valor=8121
linha=307 | nome=Felipe | acao=escreveu o relatorio | valor=3009
linha=308 | nome=Igor | acao=escreveu o relatorio | valor=2550
linha=309 | nome=Felipe | acao=escreveu o relatorio | valor=9658
linha=310 | nome=Natalia | acao=executou o benchmark | valor=8080
linha=311 | nome=Gabriela | acao=executou o benchmark | valor=5126
linha=312 | nome=Bruno | acao=escreveu o relatorio | valor=9698
linha=313 | nome=Lucas | acao=otimizou o algoritmo | valor=9663
linha=314 | nome=Felipe | acao=analisou os resultados | valor=9216
linha=315 | nome=Daniela | acao=fez um experimento | valor=8403
linha=316 | nome=Ana | acao=executou o benchmark | valor=6271
linha=317 | nome=Lucas | acao=executou o benchmark | valor=5993
linha=318 | nome=Gabriela | acao=otimizou o algoritmo | valor=1272
linha=319 | nome=Gabriela | acao=comparou as metricas | valor=9327
linha=320 | nome=Renata | acao=fez um experimento | valor=8327
linha=321 | nome=Ana | acao=fez um experimento | valor=1188
linha=322 | nome=Bruno | acao=fez um experimento | valor=2217
linha=323 | nome=Gabriela | acao=escreveu o relatorio | valor=4041
linha=324 | nome=Otavio | acao=otimizou o algoritmo | valor=9950
linha=325 | nome=Carlos | acao=fez um experimento | valor=1033
linha=326 | nome=Helena | acao=executou o benchmark | valor=1289
linha=327 | nome=Igor | acao=escreveu o relatorio | valor=5523
linha=328 | nome=Felipe | acao=participou da aula | valor=8597
linha=329 | nome=Tiago | acao=escreveu o relatorio | valor=8534
linha=330 | nome=Gabriela | acao=escreveu o relatorio | valor=4936
linha=331 | nome=Mariana | acao=otimizou o algoritmo | valor=9839
linha=332 | nome=Natalia | acao=fez um experimento | valor=5981
linha=333 | nome=Karen | acao=analisou os resultados | valor=8708
linha=334 | nome=Gabriela | acao=escreveu o relatorio | valor=6275
linha=335 | nome=Karen | acao=executou o benchmark | valor=4086
linha=336 | nome=Carlos | acao=estudou computacao | valor=2854
linha=337 | nome=Mariana | acao=fez um experimento | valor=1496
linha=338 | nome=Daniela | acao=otimizou o algoritmo | valor=4547
linha=339 | nome=Gabriela | acao=executou o benchmark | valor=8376
linha=340 | nome=Karen | acao=executou o benchmark | valor=2820
linha=341 | nome=Helena | acao=analisou os resultados | valor=7947
linha=342 | nome=Natalia | acao=estudou computacao | valor=3384
linha=343 | nome=Igor | acao=estudou computacao | valor=8590
linha=344 | nome=Vitor | acao=fez um experimento | valor=8621
linha=345 | nome=Daniela | acao=participou da aula | valor=2990
linha=346 | nome=Renata | acao=comparou as metricas | valor=3143
linha=347 | nome=Carlos | acao=estudou computacao | valor=4412
linha=348 | nome=Helena | acao=comparou as metricas | valor=6945
linha=349 | nome=Joao | acao=executou o benchmark | valor=8693
linha=350 | nome=Renata | acao=comparou as metricas | valor=7253
linha=351 | nome=Helena | acao=participou da aula | valor=3411
linha=352 | nome=Natalia | acao=participou da aula | valor=7373
linha=353 | nome=Vitor | acao=participou da aula | valor=8549
linha=354 | nome=Mariana | acao=analisou os resultados | valor=2412
linha=355 | nome=Otavio | acao=escreveu o relatorio | valor=4966
linha=356 | nome=Natalia | acao=comparou as metricas | valor=3399
linha=357 | nome=Mariana | acao=escreveu o relatorio | valor=3886
linha=358 | nome=Paulo | acao=fez um experimento | valor=5716
linha=359 | nome=Eduarda | acao=fez um experimento | valor=4244
linha=360 | nome=Eduarda | acao=otimizou o algoritmo | valor=3015
linha=361 | nome=Renata | acao=estudou computacao | valor=3231
linha=362 | nome=Carlos | acao=analisou os resultados | valor=4037
linha=363 | nome=Felipe | acao=escreveu o relatorio | valor=6793
linha=364 | nome=Bruno | acao=participou da aula | valor=7058
linha=365 | nome=Karen | acao=otimizou o algoritmo | valor=5781
linha=366 | nome=Mariana | acao=estudou computacao | valor=8965
linha=367 | nome=Tiago | acao=executou o benchmark | valor=9536
linha=368 | nome=Mariana | acao=escreveu o relatorio | valor=1069
linha=369 | nome=Ana | acao=escreveu o relatorio | valor=3882
linha=370 | nome=Karen | acao=analisou os resultados | valor=9241
linha=371 | nome=Igor | acao=executou o benchmark | valor=1535
linha=372 | nome=Bruno | acao=escreveu o relatorio | valor=2085
linha=373 | nome=Helena | acao=analisou os resultados | valor=1520
linha=374 | nome=Karen | acao=comparou as metricas | valor=3061
linha=375 | nome=Felipe | acao=comparou as metricas | valor=7576
linha=376 | nome=Tiago | acao=otimizou o algoritmo | valor=6005
linha=377 | nome=Sofia | acao=participou da aula | valor=3313
linha=378 | nome=Sofia | acao=otimizou o algoritmo | valor=3120
linha=379 | nome=Vitor | acao=otimizou o algoritmo | valor=2210
linha=380 | nome=Eduarda | acao=participou da aula | valor=2289
linha=381 | nome=Eduarda | acao=fez um experimento | valor=7181
linha=382 | nome=Renata | acao=fez um experimento | valor=7400
linha=383 | nome=Paulo | acao=fez um experimento | valor=9437
linha=384 | nome=Igor | acao=escreveu o relatorio | valor=8498
linha=385 | nome=Paulo | acao=otimizou o algoritmo | valor=1397
linha=386 | nome=Mariana | acao=estudou computacao | valor=2368
linha=387 | nome=Bruno | acao=escreveu o relatorio | valor=6109
linha=388 | nome=Eduarda | acao=estudou computacao | valor=3471
linha=389 | nome=Mariana | acao=comparou as metricas | valor=5227
linha=390 | nome=Carlos | acao=analisou os resultados | valor=9409
linha=391 | nome=Carlos | acao=executou o benchmark | valor=2502
linha=392 | nome=Tiago | acao=fez um experimento | valor=2167
linha=393 | nome=Vitor | acao=escreveu o relatorio | valor=7318
linha=394 | nome=Joao | acao=executou o benchmark | valor=4510
linha=395 | nome=Tiago | acao=escreveu o relatorio | valor=8832
linha=396 | nome=Helena | acao=executou o benchmark | valor=1990
linha=397 | nome=Sofia | acao=escreveu o relatorio | valor=9122
linha=398 | nome=Carlos | acao=participou da aula | valor=9130
linha=399 | nome=Otavio | acao=analisou os resultados | valor=4039
linha=400 | nome=Karen | acao=executou o benchmark | valor=4818
linha=401 | nome=Ana | acao=fez um experimento | valor=1484
linha=402 | nome=Vitor | acao=comparou as metricas | valor=8524
linha=403 | nome=Otavio | acao=analisou os resultados | valor=1699
linha=404 | nome=Carlos | acao=escreveu o relatorio | valor=9961
linha=405 | nome=Joao | acao=fez um experimento | valor=1190
linha=406 | nome=Mariana | acao=comparou as metricas | valor=7481
linha=407 | nome=Gabriela | acao=participou da aula | valor=9173
linha=408 | nome=Paulo | acao=fez um experimento | valor=9686
linha=409 | nome=Paulo | acao=estudou computacao | valor=2509
linha=410 | nome=Sofia | acao=comparou as metricas | valor=3762
linha=411 | nome=Daniela | acao=estudou computacao | valor=8966
linha=412 | nome=Joao | acao=otimizou o algoritmo | valor=1806
linha=413 | nome=Daniela | acao=escreveu o relatorio | valor=2470
linha=414 | nome=Mariana | acao=executou o benchmark | valor=2638
linha=415 | nome=Mariana | acao=estudou computacao | valor=6403
linha=416 | nome=Daniela | acao=comparou as metricas | valor=7682
linha=417 | nome=Ana | acao=escreveu o relatorio | valor=7115
linha=418 | nome=Vitor | acao=participou da aula | valor=2612
linha=419 | nome=Joao | acao=executou o benchmark | valor=9475
linha=420 | nome=Eduarda | acao=estudou computacao | valor=6677
linha=421 | nome=Joao | acao=fez um experimento | valor=3127
linha=422 | nome=Otavio | acao=fez um experimento | valor=9144
linha=423 | nome=Vitor | acao=participou da aula | valor=6018
linha=424 | nome=Eduarda | acao=otimizou o algoritmo | valor=1723
linha=425 | nome=Joao | acao=executou o benchmark | valor=8500
linha=426 | nome=Sofia | acao=otimizou o algoritmo | valor=5500
linha=427 | nome=Renata | acao=participou da aula | valor=6080
linha=428 | nome=Bruno | acao=participou da aula | valor=5594
linha=429 | nome=Gabriela | acao=estudou computacao | valor=5339
linha=430 | nome=Igor | acao=analisou os resultados | valor=3153
linha=431 | nome=Felipe | acao=estudou computacao | valor=1023
linha=432 | nome=Gabriela | acao=executou o benchmark | valor=4389
linha=433 | nome=Otavio | acao=estudou computacao | valor=5162
linha=434 | nome=Eduarda | acao=executou o benchmark | valor=4338
linha=435 | nome=Felipe | acao=executou o benchmark | valor=4320
linha=436 | nome=Mariana | acao=estudou computacao | valor=3376
linha=437 | nome=Igor | acao=escreveu o relatorio | valor=6844
linha=438 | nome=Mariana | acao=escreveu o relatorio | valor=9794
linha=439 | nome=Renata | acao=fez um experimento | valor=7620
linha=440 | nome=Carlos | acao=analisou os resultados | valor=3990
linha=441 | nome=Igor | acao=fez um experimento | valor=6656
linha=442 | nome=Vitor | acao=estudou computacao | valor=4261
linha=443 | nome=Tiago | acao=escreveu o relatorio | valor=7388
linha=444 | nome=Mariana | acao=comparou as metricas | valor=4654
linha=445 | nome=Mariana | acao=participou da aula | valor=9158
linha=446 | nome=Bruno | acao=executou o benchmark | valor=1146
linha=447 | nome=Bruno | acao=otimizou o algoritmo | valor=3810
linha=448 | nome=Felipe | acao=otimizou o algoritmo | valor=3656
linha=449 | nome=Bruno | acao=escreveu o relatorio | valor=3300
linha=450 | nome=Vitor | acao=escreveu o relatorio | valor=4035
