linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=1237
linha=113 | nome=Igor | acao=executou o benchmark | valor=4779
linha=114 | nome=Paulo | acao=fez um experimento | valor=7223
linha=115 | nome=Igor | acao=otimizou o algoritmo | valor=2772
linha=116 | nome=Ana | acao=executou o benchmark | valor=2887
linha=117 | nome=Renata | acao=participou da aula | valor=9395
linha=118 | nome=Helena | acao=fez um experimento | valor=9794
linha=119 | nome=Gabriela | acao=comparou as metricas | valor=4482
linha=120 | nome=Mariana | acao=fez um experimento | valor=7989
linha=121 | nome=Lucas | acao=participou da aula | valor=9007
linha=122 | nome=Bruno | acao=estudou computacao | valor=2987
linha=123 | nome=Vitor | acao=participou da aula | valor=9640
linha=124 | nome=Mariana | acao=executou o benchmark | valor=6544
linha=125 | nome=Karen | acao=fez um experimento | valor=6025
linha=126 | nome=Mariana | acao=participou da aula | valor=2780
linha=127 | nome=Mariana | acao=escreveu o relatorio | valor=2631
linha=128 | nome=Paulo | acao=participou da aula | valor=1362
linha=129 | nome=Carlos | acao=fez um experimento | valor=1327
linha=130 | nome=Mariana | acao=comparou as metricas | valor=7153
linha=131 | nome=Vitor | acao=otimizou o algoritmo | valor=5116
linha=132 | nome=Joao | acao=otimizou o algoritmo | valor=4041
linha=133 | nome=Sofia | acao=analisou os resultados | valor=7802
linha=134 | nome=Tiago | acao=fez um experimento | valor=2770
linha=135 | nome=Lucas | acao=comparou as metricas | valor=8546
linha=136 | nome=Renata | acao=analisou os resultados | valor=5947
linha=137 | nome=Felipe | acao=comparou as metricas | valor=7284
linha=138 | nome=Mariana | acao=participou da aula | valor=9384
linha=139 | nome=Renata | acao=estudou computacao | valor=8653
linha=140 | nome=Carlos | acao=estudou computacao | valor=7690
linha=141 | nome=Tiago | acao=participou da aula | valor=1012
linha=142 | nome=Igor | acao=otimizou o algoritmo | valor=6146
linha=143 | nome=Ana | acao=participou da aula | valor=9913
linha=144 | nome=Karen | acao=analisou os resultados | valor=8829
linha=145 | nome=Gabriela | acao=participou da aula | valor=5857
linha=146 | nome=Otavio | acao=executou o benchmark | valor=9125
linha=147 | nome=Bruno | acao=analisou os resultados | valor=5634
linha=148 | nome=Felipe | acao=escreveu o relatorio | valor=2171
linha=149 | nome=Gabriela | acao=executou o benchmark | valor=5731
linha=150 | nome=Renata | acao=comparou as metricas | valor=7301
linha=151 | nome=Felipe | acao=comparou as metricas | valor=5727
linha=152 | nome=Ana | acao=comparou as metricas | valor=5739
linha=153 | nome=Otavio | acao=otimizou o algoritmo | valor=1979
linha=154 | nome=Bruno | acao=escreveu o relatorio | valor=3412
linha=155 | nome=Daniela | acao=estudou computacao | valor=1320
linha=156 | nome=Joao | acao=escreveu o relatorio | valor=7125
linha=157 | nome=Ana | acao=otimizou o algoritmo | valor=3436
linha=158 | nome=Daniela | acao=executou o benchmark | valor=3326
linha=159 | nome=Sofia | acao=estudou computacao | valor=8248
linha=160 | nome=Paulo | acao=otimizou o algoritmo | valor=9110
linha=161 | nome=Daniela | acao=escreveu o relatorio | valor=2281
linha=162 | nome=Gabriela | acao=estudou computacao | valor=8967
linha=163 | nome=Helena | acao=executou o benchmark | valor=8532
linha=164 | nome=Renata | acao=otimizou o algoritmo | valor=7540
linha=165 | nome=Helena | acao=otimizou o algoritmo | valor=4526
linha=166 | nome=Carlos | acao=participou da aula | valor=1025
linha=167 | nome=Lucas | acao=comparou as metricas | valor=1298
linha=168 | nome=Carlos | acao=fez um experimento | valor=6583
linha=169 | nome=Gabriela | acao=fez um experimento | valor=1140
linha=170 | nome=Eduarda | acao=estudou computacao | valor=9821
linha=171 | nome=Joao | acao=analisou os resultados | valor=8293
linha=172 | nome=Karen | acao=estudou computacao | valor=5095
linha=173 | nome=Igor | acao=estudou computacao | valor=1077
linha=174 | nome=Sofia | acao=participou da aula | valor=2549
linha=175 | nome=Paulo | acao=comparou as metricas | valor=9790
linha=176 | nome=Natalia | acao=otimizou o algoritmo | valor=4687
linha=177 | nome=Eduarda | acao=escreveu o relatorio | valor=8366
linha=178 | nome=Renata | acao=participou da aula | valor=8523
linha=179 | nome=Natalia | acao=estudou computacao | valor=8709
linha=180 | nome=Paulo | acao=estudou computacao | valor=5518
linha=181 | nome=Lucas | acao=fez um experimento | valor=4179
linha=182 | nome=Vitor | acao=comparou as metricas | valor=3290
linha=183 | nome=Joao | acao=analisou os resultados | valor=3909
linha=184 | nome=Otavio | acao=comparou as metricas | valor=6157
linha=185 | nome=Carlos | acao=escreveu o relatorio | valor=6397
linha=186 | nome=Karen | acao=executou o benchmark | valor=7287
linha=187 | nome=Bruno | acao=analisou os resultados | valor=9679
linha=188 | nome=Igor | acao=otimizou o algoritmo | valor=3130
linha=189 | nome=Bruno | acao=estudou computacao | valor=5287
linha=190 | nome=Eduarda | acao=otimizou o algoritmo | valor=1779
linha=191 | nome=Paulo | acao=fez um experimento | valor=5005
linha=192 | nome=Gabriela | acao=comparou as metricas | valor=7072
linha=193 | nome=Tiago | acao=otimizou o algoritmo | valor=6887
linha=194 | nome=Gabriela | acao=executou o benchmark | valor=9543
linha=195 | nome=Ana | acao=executou o benchmark | valor=3527
linha=196 | nome=Karen | acao=analisou os resultados | valor=5040
linha=197 | nome=Sofia | acao=participou da aula | valor=2264
linha=198 | nome=Bruno | acao=fez um experimento | valor=7180
linha=199 | nome=Felipe | acao=participou da aula | valor=7547
linha=200 | nome=Igor | acao=analisou os resultados | valor=1352
linha=201 | nome=Sofia | acao=executou o benchmark | valor=3284
linha=202 | nome=Mariana | acao=comparou as metricas | valor=8558
linha=203 | nome=Felipe | acao=escreveu o relatorio | valor=8904
linha=204 | nome=Helena | acao=executou o benchmark | valor=7450
linha=205 | nome=Natalia | acao=analisou os resultados | valor=8055
linha=206 | nome=Sofia | acao=fez um experimento | valor=8225
linha=207 | nome=Ana | acao=participou da aula | valor=8245
linha=208 | nome=Otavio | acao=escreveu o relatorio | valor=5786
linha=209 | nome=Natalia | acao=analisou os resultados | valor=6557
linha=210 | nome=Lucas | acao=participou da aula | valor=9796
linha=211 | nome=Felipe | acao=otimizou o algoritmo | valor=2582
linha=212 | nome=Bruno | acao=participou da aula | valor=4771
linha=213 | nome=Bruno | acao=otimizou o algoritmo | valor=1731
linha=214 | nome=Sofia | acao=comparou as metricas | valor=5124
linha=215 | nome=Bruno | acao=escreveu o relatorio | valor=3632
linha=216 | nome=Joao | acao=executou o benchmark | valor=2462
linha=217 | nome=Eduarda | acao=analisou os resultados | valor=7408
linha=218 | nome=Otavio | acao=analisou os resultados | valor=5798
linha=219 | nome=Mariana | acao=participou da aula | valor=1114
linha=220 | nome=Daniela | acao=participou da aula | valor=6422
linha=221 | nome=Vitor | acao=otimizou o algoritmo | valor=2996
linha=222 | nome=Gabriela | acao=estudou computacao | valor=4586
linha=223 | nome=Sofia | acao=escreveu o relatorio | valor=8154
linha=224 | nome=Natalia | acao=escreveu o relatorio | valor=1988
linha=225 | nome=Carlos | acao=otimizou o algoritmo | valor=8270
linha=226 | nome=Gabriela | acao=participou da aula | valor=4288
linha=227 | nome=Igor | acao=executou o benchmark | valor=6047
linha=228 | nome=Felipe | acao=executou o benchmark | valor=2600
linha=229 | nome=Otavio | acao=executou o benchmark | valor=7746
linha=230 | nome=Carlos | acao=participou da aula | valor=9518
linha=231 | nome=Mariana | acao=otimizou o algoritmo | valor=7058
linha=232 | nome=Otavio | acao=participou da aula | valor=2702
linha=233 | nome=Tiago | acao=estudou computacao | valor=3190
linha=234 | nome=Natalia | acao=executou o benchmark | valor=8193
linha=235 | nome=Eduarda | acao=executou o benchmark | valor=8540
linha=236 | nome=Otavio | acao=participou da aula | valor=8186
linha=237 | nome=Ana | acao=executou o benchmark | valor=6977
linha=238 | nome=Bruno | acao=executou o benchmark | valor=6135
linha=239 | nome=Karen | acao=estudou computacao | valor=9813
linha=240 | nome=Gabriela | acao=analisou os resultados | valor=3037
linha=241 | nome=Carlos | acao=comparou as metricas | valor=5416
linha=242 | nome=Vitor | acao=fez um experimento | valor=2357
linha=243 | nome=Carlos | acao=otimizou o algoritmo | valor=8245
linha=244 | nome=Mariana | acao=analisou os resultados | valor=1394
linha=245 | nome=Vitor | acao=comparou as metricas | valor=5760
linha=246 | nome=Felipe | acao=fez um experimento | valor=9534
linha=247 | nome=Otavio | acao=otimizou o algoritmo | valor=6721
linha=248 | nome=Paulo | acao=comparou as metricas | valor=5980
linha=249 | nome=Tiago | acao=estudou computacao | valor=4967
linha=250 | nome=Sofia | acao=estudou computacao | valor=5430
linha=251 | nome=Mariana | acao=participou da aula | valor=3124
linha=252 | nome=Sofia | acao=otimizou o algoritmo | valor=1805
linha=253 | nome=Paulo | acao=participou da aula | valor=7145
linha=254 | nome=Sofia | acao=analisou os resultados | valor=2596
linha=255 | nome=Otavio | acao=otimizou o algoritmo | valor=1782
linha=256 | nome=Mariana | acao=analisou os resultados | valor=9684
linha=257 | nome=Lucas | acao=escreveu o relatorio | valor=3494
linha=258 | nome=Sofia | acao=otimizou o algoritmo | valor=9895
linha=259 | nome=Vitor | acao=analisou os resultados | valor=1510
linha=260 | nome=Joao | acao=fez um experimento | valor=1789
linha=261 | nome=Carlos | acao=escreveu o relatorio | valor=6667
linha=262 | nome=Bruno | acao=escreveu o relatorio | valor=6074
linha=263 | nome=Carlos | acao=otimizou o algoritmo | valor=8515
linha=264 | nome=Joao | acao=executou o benchmark | valor=7444
linha=265 | nome=Otavio | acao=analisou os resultados | valor=3971
linha=266 | nome=Mariana | acao=otimizou o algoritmo | valor=3793
linha=267 | nome=Carlos | acao=fez um experimento | valor=5506
linha=268 | nome=Otavio | acao=comparou as metricas | valor=6233
linha=269 | nome=Mariana | acao=analisou os resultados | valor=8925
linha=270 | nome=Carlos | acao=comparou as metricas | valor=8819
linha=271 | nome=Paulo | acao=participou da aula | valor=2542
linha=272 | nome=Felipe | acao=otimizou o algoritmo | valor=9712
linha=273 | nome=Helena | acao=otimizou o algoritmo | valor=2323
linha=274 | nome=Vitor | acao=executou o benchmark | valor=8634
linha=275 | nome=Ana | acao=executou o benchmark | valor=7770
linha=276 | nome=Tiago | acao=participou da aula | valor=4547
linha=277 | nome=Tiago | acao=otimizou o algoritmo | valor=2348
linha=278 | nome=Felipe | acao=analisou os resultados | valor=7310
linha=279 | nome=Eduarda | acao=participou da aula | valor=5678
linha=280 | nome=Renata | acao=executou o benchmark | valor=9723
linha=281 | nome=Daniela | acao=comparou as metricas | valor=7925
linha=282 | nome=Bruno | acao=otimizou o algoritmo | valor=1524
linha=283 | nome=Daniela | acao=participou da aula | valor=1822
linha=284 | nome=Eduarda | acao=escreveu o relatorio | valor=1548
linha=285 | nome=Eduarda | acao=fez um experimento | valor=5390
linha=286 | nome=Ana | acao=estudou computacao | valor=9881
linha=287 | nome=Ana | acao=fez um experimento | valor=6092
linha=288 | nome=Lucas | acao=escreveu o relatorio | valor=1749
linha=289 | nome=Mariana | acao=escreveu o relatorio | valor=1829
linha=290 | nome=Joao | acao=otimizou o algoritmo | valor=1718
linha=291 | nome=Tiago | acao=estudou computacao | valor=1839
linha=292 | nome=Natalia | acao=executou o benchmark | valor=8033
linha=293 | nome=Tiago | acao=analisou os resultados | valor=8415
linha=294 | nome=Renata | acao=otimizou o algoritmo | valor=2026
linha=295 | nome=Bruno | acao=estudou computacao | valor=6486
linha=296 | nome=Ana | acao=fez um experimento | valor=1406
linha=297 | nome=Gabriela | acao=comparou as metricas | valor=4531
linha=298 | nome=Lucas | acao=escreveu o relatorio | valor=4162
linha=299 | nome=Helena | acao=fez um experimento | valor=7756
linha=300 | nome=Joao | acao=executou o benchmark | valor=3823
linha=301 | nome=Vitor | acao=executou o benchmark | valor=4244
linha=302 | nome=Eduarda | acao=otimizou o algoritmo | valor=6428
linha=303 | nome=Ana | acao=otimizou o algoritmo | valor=8665
linha=304 | nome=Mariana | acao=analisou os resultados | valor=8800
linha=305 | nome=Paulo | acao=participou da aula | valor=7300
linha=306 | nome=Carlos | acao=otimizou o algoritmo | valor=3493
linha=307 | nome=Sofia | acao=analisou os resultados | valor=7647
linha=308 | nome=Ana | acao=participou da aula | valor=3858
linha=309 | nome=Paulo | acao=escreveu o relatorio | valor=2170
linha=310 | nome=Igor | acao=comparou as metricas | valor=7102
linha=311 | nome=Karen | acao=analisou os resultados | valor=7165
linha=312 | nome=Daniela | acao=comparou as metricas | valor=7216
linha=313 | nome=Natalia | acao=participou da aula | valor=4806
linha=314 | nome=Karen | acao=estudou computacao | valor=6333
linha=315 | nome=Otavio | acao=executou o benchmark | valor=7257
linha=316 | nome=Mariana | acao=executou o benchmark | valor=3356
linha=317 | nome=Ana | acao=executou o benchmark | valor=7157
linha=318 | nome=Igor | acao=estudou computacao | valor=5552
linha=319 | nome=Natalia | acao=comparou as metricas | valor=7683
linha=320 | nome=Karen | acao=escreveu o relatorio | valor=4293
linha=321 | nome=Vitor | acao=executou o benchmark | valor=2411
linha=322 | nome=Gabriela | acao=comparou as metricas | valor=3545
linha=323 | nome=Felipe | acao=participou da aula | valor=3458
linha=324 | nome=Karen | acao=analisou os resultados | valor=8995
linha=325 | nome=Natalia | acao=analisou os resultados | valor=1066
linha=326 | nome=Ana | acao=escreveu o relatorio | valor=7433
linha=327 | nome=Lucas | acao=otimizou o algoritmo | valor=5242
linha=328 | nome=Natalia | acao=analisou os resultados | valor=6035
linha=329 | nome=Natalia | acao=participou da aula | valor=5740
linha=330 | nome=Lucas | acao=estudou computacao | valor=9343
linha=331 | nome=Igor | acao=executou o benchmark | valor=9094
linha=332 | nome=Natalia | acao=estudou computacao | valor=1376
linha=333 | nome=Otavio | acao=analisou os resultados | valor=5117
linha=334 | nome=Renata | acao=fez um experimento | valor=5782
linha=335 | nome=Helena | acao=analisou os resultados | valor=7395
linha=336 | nome=Ana | acao=analisou os resultados | valor=8342
linha=337 | nome=Vitor | acao=executou o benchmark | valor=7469
linha=338 | nome=Bruno | acao=executou o benchmark | valor=8392
linha=339 | nome=Helena | acao=executou o benchmark | valor=3381
linha=340 | nome=Otavio | acao=escreveu o relatorio | valor=1831
linha=341 | nome=Lucas | acao=fez um experimento | valor=7859
linha=342 | nome=Helena | acao=escreveu o relatorio | valor=2268
linha=343 | nome=Natalia | acao=comparou as metricas | valor=4544
linha=344 | nome=Lucas | acao=comparou as metricas | valor=8997
linha=345 | nome=Tiago | acao=otimizou o algoritmo | valor=5800
linha=346 | nome=Igor | acao=escreveu o relatorio | valor=2910
linha=347 | nome=Daniela | acao=analisou os resultados | valor=7407
linha=348 | nome=Vitor | acao=comparou as metricas | valor=5775
linha=349 | nome=Eduarda | acao=analisou os resultados | valor=5124
linha=350 | nome=Gabriela | acao=participou da aula | valor=4670
linha=351 | nome=Gabriela | acao=executou o benchmark | valor=3484
linha=352 | nome=Helena | acao=escreveu o relatorio | valor=4376
linha=353 | nome=Daniela | acao=otimizou o algoritmo | valor=3976
linha=354 | nome=Gabriela | acao=otimizou o algoritmo | valor=6377
linha=355 | nome=Otavio | acao=fez um experimento | valor=6677
linha=356 | nome=Bruno | acao=escreveu o relatorio | valor=5209
linha=357 | nome=Natalia | acao=analisou os resultados | valor=2129
linha=358 | nome=Lucas | acao=fez um experimento | valor=8157
linha=359 | nome=Gabriela | acao=fez um experimento | valor=1358
linha=360 | nome=Eduarda | acao=comparou as metricas | valor=6447
linha=361 | nome=Vitor | acao=executou o benchmark | valor=5046
linha=362 | nome=Helena | acao=estudou computacao | valor=7777
linha=363 | nome=Tiago | acao=executou o benchmark | valor=3585
linha=364 | nome=Otavio | acao=otimizou o algoritmo | valor=3032
linha=365 | nome=Joao | acao=escreveu o relatorio | valor=6118
linha=366 | nome=Helena | acao=comparou as metricas | valor=6346
linha=367 | nome=Bruno | acao=participou da aula | valor=4567
linha=368 | nome=Otavio | acao=analisou os resultados | valor=5679
linha=369 | nome=Renata | acao=analisou os resultados | valor=9713
linha=370 | nome=Mariana | acao=analisou os resultados | valor=1689
linha=371 | nome=Natalia | acao=comparou as metricas | valor=9104
linha=372 | nome=Otavio | acao=participou da aula | valor=5872
linha=373 | nome=Carlos | acao=participou da aula | valor=8569
linha=374 | nome=Gabriela | acao=executou o benchmark | valor=5944
linha=375 | nome=Natalia | acao=fez um experimento | valor=8039
linha=376 | nome=Paulo | acao=participou da aula | valor=5462
linha=377 | nome=Natalia | acao=executou o benchmark | valor=2509
linha=378 | nome=Felipe | acao=analisou os resultados | valor=3835
linha=379 | nome=Helena | acao=otimizou o algoritmo | valor=1611
linha=380 | nome=Lucas | acao=executou o benchmark | valor=9993
linha=381 | nome=Paulo | acao=participou da aula | valor=2401
linha=382 | nome=Daniela | acao=comparou as metricas | valor=4980
linha=383 | nome=Carlos | acao=executou o benchmark | valor=4507
linha=384 | nome=Eduarda | acao=fez um experimento | valor=3204
linha=385 | nome=Bruno | acao=analisou os resultados | valor=7861
linha=386 | nome=Igor | acao=analisou os resultados | valor=7184
linha=387 | nome=Daniela | acao=fez um experimento | valor=8633
linha=388 | nome=Tiago | acao=otimizou o algoritmo | valor=8867
linha=389 | nome=Lucas | acao=estudou computacao | valor=2744
linha=390 | nome=Tiago | acao=analisou os resultados | valor=5534
linha=391 | nome=Bruno | acao=escreveu o relatorio | valor=5553
linha=392 | nome=Joao | acao=otimizou o algoritmo | valor=1666
linha=393 | nome=Eduarda | acao=escreveu o relatorio | valor=4920
linha=394 | nome=Felipe | acao=executou o benchmark | valor=7526
linha=395 | nome=Tiago | acao=otimizou o algoritmo | valor=2527
linha=396 | nome=Joao | acao=otimizou o algoritmo | valor=1488
linha=397 | nome=Bruno | acao=fez um experimento | valor=7545
linha=398 | nome=Renata | acao=participou da aula | valor=2094
linha=399 | nome=Sofia | acao=executou o benchmark | valor=4202
linha=400 | nome=Helena | acao=comparou as metricas | valor=4772
linha=401 | nome=Natalia | acao=executou o benchmark | valor=4823
linha=402 | nome=Mariana | acao=otimizou o algoritmo | valor=7722
linha=403 | nome=Ana | acao=comparou as metricas | valor=6305
linha=404 | nome=Felipe | acao=estudou computacao | valor=6788
linha=405 | nome=Eduarda | acao=escreveu o relatorio | valor=6634
linha=406 | nome=Natalia | acao=fez um experimento | valor=4574
linha=407 | nome=Gabriela | acao=fez um experimento | valor=3215
linha=408 | nome=Felipe | acao=participou da aula | valor=3633
linha=409 | nome=Vitor | acao=escreveu o relatorio | valor=8454
linha=410 | nome=Bruno | acao=participou da aula | valor=7851
linha=411 | nome=Natalia | acao=participou da aula | valor=6290
linha=412 | nome=Daniela | acao=estudou computacao | valor=3426
linha=413 | nome=Mariana | acao=otimizou o algoritmo | valor=9088
linha=414 | nome=Paulo | acao=fez um experimento | valor=1448
linha=415 | nome=Bruno | acao=participou da aula | valor=1754
linha=416 | nome=Natalia | acao=comparou as metricas | valor=1841
linha=417 | nome=Bruno | acao=participou da aula | valor=6090
linha=418 | nome=Renata | acao=executou o benchmark | valor=5192
linha=419 | nome=Joao | acao=comparou as metricas | valor=6484
linha=420 | nome=Eduarda | acao=participou da aula | valor=5517
linha=421 | nome=Bruno | acao=comparou as metricas | valor=3497
linha=422 | nome=Vitor | acao=comparou as metricas | valor=4330
linha=423 | nome=Helena | acao=escreveu o relatorio | valor=8344
linha=424 | nome=Renata | acao=executou o benchmark | valor=6341
linha=425 | nome=Igor | acao=otimizou o algoritmo | valor=2066
linha=426 | nome=Paulo | acao=analisou os resultados | valor=9567
linha=427 | nome=Joao | acao=escreveu o relatorio | valor=2486
linha=428 | nome=Paulo | acao=executou o benchmark | valor=7568
linha=429 | nome=Joao | acao=otimizou o algoritmo | valor=8036
linha=430 | nome=Eduarda | acao=analisou os resultados | valor=4798
linha=431 | nome=Vitor | acao=participou da aula | valor=1306
linha=432 | nome=Gabriela | acao=participou da aula | valor=5997
linha=433 | nome=Joao | acao=analisou os resultados | valor=8930
linha=434 | nome=Otavio | acao=otimizou o algoritmo | valor=5041
linha=435 | nome=Lucas | acao=fez um experimento | valor=9524
linha=436 | nome=Karen | acao=analisou os resultados | valor=7341
linha=437 | nome=Vitor | acao=escreveu o relatorio | valor=9271
linha=438 | nome=Ana | acao=participou da aula | valor=3603
linha=439 | nome=Ana | acao=executou o benchmark | valor=6937
linha=440 | nome=Otavio | acao=escreveu o relatorio | valor=8949
linha=441 | nome=Daniela | acao=fez um experimento | valor=2016
linha=442 | nome=Felipe | acao=fez um experimento | valor=8909
linha=443 | nome=Sofia | acao=comparou as metricas | valor=9705
linha=444 | nome=Vitor | acao=comparou as metricas | valor=3186
linha=445 | nome=Helena | acao=comparou as metricas | valor=3043
linha=446 | nome=Sofia | acao=comparou as metricas | valor=6529
linha=447 | nome=Lucas | acao=comparou as metricas | valor=2246
linha=448 | nome=Sofia | acao=otimizou o algoritmo | valor=3910
linha=449 | nome=Carlos | acao=otimizou o algoritmo | valor=2058
linha=450 | nome=Joao | acao=participou da aula | valor=9030
