=== BUSCA SEQUENCIAL ===
Diretorio: data/txt
Nome buscado: Mariana
Algoritmo: KMP
Arquivos analisados: 12
Ocorrencias encontradas: 828
Tempo: 46,431 ms
Arquivo: data/txt/lote_1/dados_001.txt | Linha: 13 | Conteudo: linha=13 | nome=Mariana | acao=fez um experimento | valor=5094
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 257 | Conteudo: linha=257 | nome=Mariana | acao=fez um experimento | valor=4715
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 263 | Conteudo: linha=263 | nome=Mariana | acao=fez um experimento | valor=6339
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 284 | Conteudo: linha=284 | nome=Mariana | acao=executou o benchmark | valor=7019
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 290 | Conteudo: linha=290 | nome=Mariana | acao=comparou as metricas | valor=4539
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 309 | Conteudo: linha=309 | nome=Mariana | acao=executou o benchmark | valor=3517
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 343 | Conteudo: linha=343 | nome=Mariana | acao=comparou as metricas | valor=2361
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 345 | Conteudo: linha=345 | nome=Mariana | acao=comparou as metricas | valor=1770
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 366 | Conteudo: linha=366 | nome=Mariana | acao=otimizou o algoritmo | valor=6137
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 368 | Conteudo: linha=368 | nome=Mariana | acao=executou o benchmark | valor=7664
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 393 | Conteudo: linha=393 | nome=Mariana | acao=estudou computacao | valor=7178
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 404 | Conteudo: linha=404 | nome=Mariana | acao=escreveu o relatorio | valor=8839
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 426 | Conteudo: linha=426 | nome=Mariana | acao=executou o benchmark | valor=8872
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 429 | Conteudo: linha=429 | nome=Mariana | acao=escreveu o relatorio | valor=5357
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 457 | Conteudo: linha=457 | nome=Mariana | acao=analisou os resultados | valor=8050
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 465 | Conteudo: linha=465 | nome=Mariana | acao=fez um experimento | valor=3658
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 489 | Conteudo: linha=489 | nome=Mariana | acao=executou o benchmark | valor=6301
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 490 | Conteudo: linha=490 | nome=Mariana | acao=fez um experimento | valor=5646
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 494 | Conteudo: linha=494 | nome=Mariana | acao=participou da aula | valor=2426
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 500 | Conteudo: linha=500 | nome=Mariana | acao=comparou as metricas | valor=3023
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 503 | Conteudo: linha=503 | nome=Mariana | acao=comparou as metricas | valor=5031
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 512 | Conteudo: linha=512 | nome=Mariana | acao=escreveu o relatorio | valor=6441
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 515 | Conteudo: linha=515 | nome=Mariana | acao=fez um experimento | valor=6738
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 525 | Conteudo: linha=525 | nome=Mariana | acao=comparou as metricas | valor=3989
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 526 | Conteudo: linha=526 | nome=Mariana | acao=analisou os resultados | valor=5848
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 641 | Conteudo: linha=641 | nome=Mariana | acao=estudou computacao | valor=6803
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 667 | Conteudo: linha=667 | nome=Mariana | acao=analisou os resultados | valor=8058
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 681 | Conteudo: linha=681 | nome=Mariana | acao=analisou os resultados | valor=8818
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 685 | Conteudo: linha=685 | nome=Mariana | acao=executou o benchmark | valor=5334
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 687 | Conteudo: linha=687 | nome=Mariana | acao=estudou computacao | valor=7910
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 697 | Conteudo: linha=697 | nome=Mariana | acao=escreveu o relatorio | valor=1435
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 708 | Conteudo: linha=708 | nome=Mariana | acao=participou da aula | valor=2236
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 720 | Conteudo: linha=720 | nome=Mariana | acao=executou o benchmark | valor=9154
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 739 | Conteudo: linha=739 | nome=Mariana | acao=executou o benchmark | valor=4455
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 740 | Conteudo: linha=740 | nome=Mariana | acao=fez um experimento | valor=9083
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 745 | Conteudo: linha=745 | nome=Mariana | acao=analisou os resultados | valor=1621
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 774 | Conteudo: linha=774 | nome=Mariana | acao=analisou os resultados | valor=1834
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 785 | Conteudo: linha=785 | nome=Mariana | acao=fez um experimento | valor=5151
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 793 | Conteudo: linha=793 | nome=Mariana | acao=executou o benchmark | valor=1416
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 796 | Conteudo: linha=796 | nome=Mariana | acao=otimizou o algoritmo | valor=6697
Arquivo: data/txt/lote_1/dados_002.txt | Linha: 800 | Conteudo: linha=800 | nome=Mariana | acao=comparou as metricas | valor=4332
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 1 | Conteudo: linha=1 | nome=Mariana | acao=analisou os resultados | valor=1900
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 8 | Conteudo: linha=8 | nome=Mariana | acao=executou o benchmark | valor=8740
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 23 | Conteudo: linha=23 | nome=Mariana | acao=analisou os resultados | valor=6941
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 24 | Conteudo: linha=24 | nome=Mariana | acao=executou o benchmark | valor=1456
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 38 | Conteudo: linha=38 | nome=Mariana | acao=escreveu o relatorio | valor=2066
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 46 | Conteudo: linha=46 | nome=Mariana | acao=fez um experimento | valor=2795
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 52 | Conteudo: linha=52 | nome=Mariana | acao=participou da aula | valor=5547
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 53 | Conteudo: linha=53 | nome=Mariana | acao=executou o benchmark | valor=7302
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 62 | Conteudo: linha=62 | nome=Mariana | acao=fez um experimento | valor=9706
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 74 | Conteudo: linha=74 | nome=Mariana | acao=analisou os resultados | valor=5712
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 79 | Conteudo: linha=79 | nome=Mariana | acao=analisou os resultados | valor=4258
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 81 | Conteudo: linha=81 | nome=Mariana | acao=fez um experimento | valor=2749
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 83 | Conteudo: linha=83 | nome=Mariana | acao=estudou computacao | valor=8258
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 95 | Conteudo: linha=95 | nome=Mariana | acao=fez um experimento | valor=7654
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 106 | Conteudo: linha=106 | nome=Mariana | acao=executou o benchmark | valor=3691
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 109 | Conteudo: linha=109 | nome=Mariana | acao=fez um experimento | valor=4989
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 147 | Conteudo: linha=147 | nome=Mariana | acao=executou o benchmark | valor=9758
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 160 | Conteudo: linha=160 | nome=Mariana | acao=fez um experimento | valor=3238
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 175 | Conteudo: linha=175 | nome=Mariana | acao=comparou as metricas | valor=6849
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 179 | Conteudo: linha=179 | nome=Mariana | acao=escreveu o relatorio | valor=8334
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 186 | Conteudo: linha=186 | nome=Mariana | acao=estudou computacao | valor=2279
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 191 | Conteudo: linha=191 | nome=Mariana | acao=analisou os resultados | valor=5470
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 196 | Conteudo: linha=196 | nome=Mariana | acao=fez um experimento | valor=5958
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 204 | Conteudo: linha=204 | nome=Mariana | acao=analisou os resultados | valor=7869
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 209 | Conteudo: linha=209 | nome=Mariana | acao=fez um experimento | valor=7982
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 211 | Conteudo: linha=211 | nome=Mariana | acao=estudou computacao | valor=7540
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 241 | Conteudo: linha=241 | nome=Mariana | acao=estudou computacao | valor=5644
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 250 | Conteudo: linha=250 | nome=Mariana | acao=fez um experimento | valor=4866
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 265 | Conteudo: linha=265 | nome=Mariana | acao=analisou os resultados | valor=9318
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 268 | Conteudo: linha=268 | nome=Mariana | acao=analisou os resultados | valor=6487
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 273 | Conteudo: linha=273 | nome=Mariana | acao=comparou as metricas | valor=3035
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 284 | Conteudo: linha=284 | nome=Mariana | acao=estudou computacao | valor=2091
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 288 | Conteudo: linha=288 | nome=Mariana | acao=executou o benchmark | valor=5616
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 290 | Conteudo: linha=290 | nome=Mariana | acao=participou da aula | valor=3558
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 312 | Conteudo: linha=312 | nome=Mariana | acao=executou o benchmark | valor=9166
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 317 | Conteudo: linha=317 | nome=Mariana | acao=otimizou o algoritmo | valor=3313
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 322 | Conteudo: linha=322 | nome=Mariana | acao=fez um experimento | valor=7555
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 335 | Conteudo: linha=335 | nome=Mariana | acao=participou da aula | valor=4929
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 359 | Conteudo: linha=359 | nome=Mariana | acao=otimizou o algoritmo | valor=8801
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 363 | Conteudo: linha=363 | nome=Mariana | acao=executou o benchmark | valor=3971
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 364 | Conteudo: linha=364 | nome=Mariana | acao=participou da aula | valor=4160
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 376 | Conteudo: linha=376 | nome=Mariana | acao=estudou computacao | valor=2875
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 383 | Conteudo: linha=383 | nome=Mariana | acao=estudou computacao | valor=6129
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 413 | Conteudo: linha=413 | nome=Mariana | acao=executou o benchmark | valor=5368
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 423 | Conteudo: linha=423 | nome=Mariana | acao=escreveu o relatorio | valor=9307
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 443 | Conteudo: linha=443 | nome=Mariana | acao=analisou os resultados | valor=4894
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 451 | Conteudo: linha=451 | nome=Mariana | acao=participou da aula | valor=2730
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 471 | Conteudo: linha=471 | nome=Mariana | acao=escreveu o relatorio | valor=2799
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 486 | Conteudo: linha=486 | nome=Mariana | acao=escreveu o relatorio | valor=2540
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 523 | Conteudo: linha=523 | nome=Mariana | acao=comparou as metricas | valor=1791
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 539 | Conteudo: linha=539 | nome=Mariana | acao=participou da aula | valor=4336
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 542 | Conteudo: linha=542 | nome=Mariana | acao=participou da aula | valor=7070
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 564 | Conteudo: linha=564 | nome=Mariana | acao=estudou computacao | valor=2122
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 565 | Conteudo: linha=565 | nome=Mariana | acao=participou da aula | valor=1549
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 573 | Conteudo: linha=573 | nome=Mariana | acao=executou o benchmark | valor=9083
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 591 | Conteudo: linha=591 | nome=Mariana | acao=escreveu o relatorio | valor=3117
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 626 | Conteudo: linha=626 | nome=Mariana | acao=estudou computacao | valor=3002
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 633 | Conteudo: linha=633 | nome=Mariana | acao=participou da aula | valor=6524
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 636 | Conteudo: linha=636 | nome=Mariana | acao=otimizou o algoritmo | valor=8915
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 676 | Conteudo: linha=676 | nome=Mariana | acao=executou o benchmark | valor=8190
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 690 | Conteudo: linha=690 | nome=Mariana | acao=estudou computacao | valor=5175
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 694 | Conteudo: linha=694 | nome=Mariana | acao=analisou os resultados | valor=6433
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 728 | Conteudo: linha=728 | nome=Mariana | acao=executou o benchmark | valor=6286
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 739 | Conteudo: linha=739 | nome=Mariana | acao=executou o benchmark | valor=4372
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 746 | Conteudo: linha=746 | nome=Mariana | acao=estudou computacao | valor=2825
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 779 | Conteudo: linha=779 | nome=Mariana | acao=analisou os resultados | valor=1687
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 784 | Conteudo: linha=784 | nome=Mariana | acao=executou o benchmark | valor=7566
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 790 | Conteudo: linha=790 | nome=Mariana | acao=estudou computacao | valor=5385
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 791 | Conteudo: linha=791 | nome=Mariana | acao=executou o benchmark | valor=9585
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 797 | Conteudo: linha=797 | nome=Mariana | acao=escreveu o relatorio | valor=3605
Arquivo: data/txt/lote_1/dados_003.txt | Linha: 799 | Conteudo: linha=799 | nome=Mariana | acao=fez um experimento | valor=3967
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 7 | Conteudo: linha=7 | nome=Mariana | acao=fez um experimento | valor=8132
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 26 | Conteudo: linha=26 | nome=Mariana | acao=estudou computacao | valor=2476
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 28 | Conteudo: linha=28 | nome=Mariana | acao=analisou os resultados | valor=9664
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 34 | Conteudo: linha=34 | nome=Mariana | acao=analisou os resultados | valor=7498
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 46 | Conteudo: linha=46 | nome=Mariana | acao=otimizou o algoritmo | valor=1722
