linha=1 | nome=Igor | acao=estudou computacao | valor=3412
linha=128 | nome=Natalia | acao=analisou os resultados | valor=3808
linha=129 | nome=Gabriela | acao=participou da aula | valor=9674
linha=130 | nome=Natalia | acao=escreveu o relatorio | valor=2762
linha=131 | nome=Tiago | acao=analisou os resultados | valor=3666
linha=132 | nome=Eduarda | acao=analisou os resultados | valor=5954
linha=133 | nome=Felipe | acao=fez um experimento | valor=8943
linha=134 | nome=Mariana | acao=comparou as metricas | valor=4739
linha=135 | nome=Paulo | acao=escreveu o relatorio | valor=7216
linha=136 | nome=Bruno | acao=otimizou o algoritmo | valor=6144
linha=137 | nome=Natalia | acao=escreveu o relatorio | valor=6469
linha=138 | nome=Mariana | acao=otimizou o algoritmo | valor=2890
linha=139 | nome=Paulo | acao=executou o benchmark | valor=5195
linha=140 | nome=Mariana | acao=otimizou o algoritmo | valor=4438
linha=141 | nome=Lucas | acao=estudou computacao | valor=1007
linha=142 | nome=Paulo | acao=participou da aula | valor=4495
linha=143 | nome=Felipe | acao=analisou os resultados | valor=8615
linha=144 | nome=Bruno | acao=fez um experimento | valor=8169
linha=145 | nome=Vitor | acao=otimizou o algoritmo | valor=6900
linha=146 | nome=Lucas | acao=comparou as metricas | valor=9796
linha=147 | nome=Otavio | acao=otimizou o algoritmo | valor=6662
linha=148 | nome=Bruno | acao=fez um experimento | valor=7484
linha=149 | nome=Daniela | acao=analisou os resultados | valor=6730
linha=150 | nome=Joao | acao=participou da aula | valor=2110
linha=151 | nome=Eduarda | acao=analisou os resultados | valor=6502
linha=152 | nome=Sofia | acao=executou o benchmark | valor=5214
linha=153 | nome=Bruno | acao=comparou as metricas | valor=8493
linha=154 | nome=Natalia | acao=participou da aula | valor=1048
linha=155 | nome=Karen | acao=fez um experimento | valor=8295
linha=156 | nome=Carlos | acao=participou da aula | valor=9688
linha=157 | nome=Mariana | acao=fez um experimento | valor=2217
linha=158 | nome=Felipe | acao=participou da aula | valor=3502
linha=159 | nome=Bruno | acao=comparou as metricas | valor=8203
linha=160 | nome=Gabriela | acao=comparou as metricas | valor=5634
linha=161 | nome=Lucas | acao=fez um experimento | valor=6720
linha=162 | nome=Sofia | acao=participou da aula | valor=4688
linha=163 | nome=Igor | acao=estudou computacao | valor=6904
linha=164 | nome=Lucas | acao=fez um experimento | valor=9963
linha=165 | nome=Mariana | acao=analisou os resultados | valor=9451
linha=166 | nome=Lucas | acao=executou o benchmark | valor=6096
linha=167 | nome=Joao | acao=escreveu o relatorio | valor=6489
linha=168 | nome=Renata | acao=analisou os resultados | valor=3515
linha=169 | nome=Helena | acao=participou da aula | valor=5110
linha=170 | nome=Felipe | acao=analisou os resultados | valor=7325
linha=171 | nome=Gabriela | acao=estudou computacao | valor=8039
linha=172 | nome=Tiago | acao=otimizou o algoritmo | valor=2237
linha=173 | nome=Mariana | acao=estudou computacao | valor=5019
linha=174 | nome=Carlos | acao=otimizou o algoritmo | valor=2149
linha=175 | nome=Daniela | acao=analisou os resultados | valor=5839
linha=176 | nome=Mariana | acao=estudou computacao | valor=9183
linha=177 | nome=Vitor | acao=otimizou o algoritmo | valor=3236
linha=178 | nome=Igor | acao=participou da aula | valor=9169
linha=179 | nome=Renata | acao=analisou os resultados | valor=2830
linha=180 | nome=Paulo | acao=participou da aula | valor=4616
linha=181 | nome=Natalia | acao=otimizou o algoritmo | valor=2299
linha=182 | nome=Paulo | acao=estudou computacao | valor=3023
linha=183 | nome=Vitor | acao=fez um experimento | valor=4981
linha=184 | nome=Paulo | acao=estudou computacao | valor=4921
linha=185 | nome=Natalia | acao=participou da aula | valor=8117
linha=186 | nome=Igor | acao=fez um experimento | valor=6373
linha=187 | nome=Helena | acao=participou da aula | valor=7602
linha=188 | nome=Eduarda | acao=comparou as metricas | valor=1960
linha=189 | nome=Renata | acao=executou o benchmark | valor=1780
linha=190 | nome=Otavio | acao=participou da aula | valor=3805
linha=191 | nome=Helena | acao=participou da aula | valor=8877
linha=192 | nome=Felipe | acao=estudou computacao | valor=6547
linha=193 | nome=Tiago | acao=escreveu o relatorio | valor=1561
linha=194 | nome=Felipe | acao=comparou as metricas | valor=3963
linha=195 | nome=Natalia | acao=executou o benchmark | valor=7903
linha=196 | nome=Sofia | acao=analisou os resultados | valor=6400
linha=197 | nome=Mariana | acao=fez um experimento | valor=4562
linha=198 | nome=Helena | acao=comparou as metricas | valor=9848
linha=199 | nome=Bruno | acao=escreveu o relatorio | valor=6474
linha=200 | nome=Renata | acao=analisou os resultados | valor=2574
linha=201 | nome=Vitor | acao=estudou computacao | valor=6715
linha=202 | nome=Tiago | acao=escreveu o relatorio | valor=8505
linha=203 | nome=Mariana | acao=executou o benchmark | valor=9675
linha=204 | nome=Gabriela | acao=fez um experimento | valor=7159
linha=205 | nome=Eduarda | acao=escreveu o relatorio | valor=4562
linha=206 | nome=Karen | acao=fez um experimento | valor=1996
linha=207 | nome=Mariana | acao=analisou os resultados | valor=7301
linha=208 | nome=Joao | acao=estudou computacao | valor=7335
linha=209 | nome=Gabriela | acao=executou o benchmark | valor=8355
linha=210 | nome=Lucas | acao=estudou computacao | valor=4425
linha=211 | nome=Lucas | acao=otimizou o algoritmo | valor=7201
linha=212 | nome=Mariana | acao=estudou computacao | valor=2465
linha=213 | nome=Mariana | acao=escreveu o relatorio | valor=6974
linha=214 | nome=Tiago | acao=fez um experimento | valor=8938
linha=215 | nome=Vitor | acao=analisou os resultados | valor=6743
linha=216 | nome=Gabriela | acao=estudou computacao | valor=6821
linha=217 | nome=Renata | acao=otimizou o algoritmo | valor=5883
linha=218 | nome=Vitor | acao=otimizou o algoritmo | valor=2901
linha=219 | nome=Felipe | acao=analisou os resultados | valor=3459
linha=220 | nome=Renata | acao=comparou as metricas | valor=7464
linha=221 | nome=Sofia | acao=fez um experimento | valor=2970
linha=222 | nome=Gabriela | acao=analisou os resultados | valor=3451
linha=223 | nome=Daniela | acao=executou o benchmark | valor=9680
linha=224 | nome=Carlos | acao=participou da aula | valor=8806
linha=225 | nome=Renata | acao=otimizou o algoritmo | valor=6916
linha=226 | nome=Tiago | acao=executou o benchmark | valor=8433
linha=227 | nome=Bruno | acao=escreveu o relatorio | valor=1186
linha=228 | nome=Vitor | acao=otimizou o algoritmo | valor=5219
linha=229 | nome=Bruno | acao=analisou os resultados | valor=8125
linha=230 | nome=Bruno | acao=executou o benchmark | valor=6809
linha=231 | nome=Joao | acao=comparou as metricas | valor=9581
linha=232 | nome=Karen | acao=participou da aula | valor=5911
linha=233 | nome=Mariana | acao=estudou computacao | valor=8458
linha=234 | nome=Lucas | acao=escreveu o relatorio | valor=2128
linha=235 | nome=Lucas | acao=comparou as metricas | valor=7600
linha=236 | nome=Ana | acao=fez um experimento | valor=5630
linha=237 | nome=Tiago | acao=fez um experimento | valor=7832
linha=238 | nome=Daniela | acao=participou da aula | valor=6321
linha=239 | nome=Felipe | acao=estudou computacao | valor=2457
linha=240 | nome=Otavio | acao=analisou os resultados | valor=3877
linha=241 | nome=Renata | acao=fez um experimento | valor=2269
linha=242 | nome=Felipe | acao=analisou os resultados | valor=9478
linha=243 | nome=Eduarda | acao=participou da aula | valor=3445
linha=244 | nome=Mariana | acao=estudou computacao | valor=5514
linha=245 | nome=Gabriela | acao=executou o benchmark | valor=4956
linha=246 | nome=Renata | acao=otimizou o algoritmo | valor=8608
linha=247 | nome=Otavio | acao=estudou computacao | valor=7067
linha=248 | nome=Mariana | acao=participou da aula | valor=5377
linha=249 | nome=Ana | acao=comparou as metricas | valor=7221
linha=250 | nome=Sofia | acao=escreveu o relatorio | valor=9242
linha=251 | nome=Vitor | acao=estudou computacao | valor=9932
linha=252 | nome=Karen | acao=participou da aula | valor=3715
linha=253 | nome=Vitor | acao=estudou computacao | valor=7177
linha=254 | nome=Ana | acao=participou da aula | valor=4488
linha=255 | nome=Mariana | acao=analisou os resultados | valor=4772
linha=256 | nome=Lucas | acao=estudou computacao | valor=8384
linha=257 | nome=Mariana | acao=executou o benchmark | valor=7263
linha=258 | nome=Sofia | acao=comparou as metricas | valor=6942
linha=259 | nome=Lucas | acao=executou o benchmark | valor=7143
linha=260 | nome=Daniela | acao=estudou computacao | valor=5159
linha=261 | nome=Sofia | acao=executou o benchmark | valor=9047
linha=262 | nome=Tiago | acao=estudou computacao | valor=3625
linha=263 | nome=Otavio | acao=comparou as metricas | valor=7520
linha=264 | nome=Bruno | acao=participou da aula | valor=8990
linha=265 | nome=Gabriela | acao=participou da aula | valor=1966
linha=266 | nome=Igor | acao=executou o benchmark | valor=5662
linha=267 | nome=Lucas | acao=escreveu o relatorio | valor=9874
linha=268 | nome=Mariana | acao=escreveu o relatorio | valor=4834
linha=269 | nome=Eduarda | acao=comparou as metricas | valor=1279
linha=270 | nome=Mariana | acao=fez um experimento | valor=6595
linha=271 | nome=Daniela | acao=analisou os resultados | valor=2275
linha=272 | nome=Igor | acao=escreveu o relatorio | valor=2758
linha=273 | nome=Gabriela | acao=analisou os resultados | valor=1412
linha=274 | nome=Karen | acao=estudou computacao | valor=6767
linha=275 | nome=Ana | acao=escreveu o relatorio | valor=3304
linha=276 | nome=Joao | acao=otimizou o algoritmo | valor=4402
linha=277 | nome=Bruno | acao=escreveu o relatorio | valor=1911
linha=278 | nome=Igor | acao=escreveu o relatorio | valor=5365
linha=279 | nome=Renata | acao=estudou computacao | valor=4591
linha=280 | nome=Carlos | acao=executou o benchmark | valor=2505
linha=281 | nome=Renata | acao=escreveu o relatorio | valor=4460
linha=282 | nome=Tiago | acao=otimizou o algoritmo | valor=6652
linha=283 | nome=Felipe | acao=estudou computacao | valor=2989
linha=284 | nome=Felipe | acao=executou o benchmark | valor=2228
linha=285 | nome=Mariana | acao=analisou os resultados | valor=9638
linha=286 | nome=Renata | acao=estudou computacao | valor=7102
linha=287 | nome=Helena | acao=fez um experimento | valor=6554
linha=288 | nome=Daniela | acao=executou o benchmark | valor=3095
linha=289 | nome=Otavio | acao=otimizou o algoritmo | valor=1734
linha=290 | nome=Tiago | acao=otimizou o algoritmo | valor=6094
linha=291 | nome=Natalia | acao=fez um experimento | valor=6352
linha=292 | nome=Helena | acao=comparou as metricas | valor=3755
linha=293 | nome=Felipe | acao=otimizou o algoritmo | valor=8957
linha=294 | nome=Karen | acao=participou da aula | valor=8223
linha=295 | nome=Gabriela | acao=analisou os resultados | valor=7556
linha=296 | nome=Carlos | acao=estudou computacao | valor=2113
linha=297 | nome=Carlos | acao=fez um experimento | valor=2020
linha=298 | nome=Otavio | acao=fez um experimento | valor=6591
linha=299 | nome=Eduarda | acao=otimizou o algoritmo | valor=9806
linha=300 | nome=Karen | acao=estudou computacao | valor=1388
linha=301 | nome=Sofia | acao=comparou as metricas | valor=6115
linha=302 | nome=Natalia | acao=executou o benchmark | valor=3620
linha=303 | nome=Vitor | acao=fez um experimento | valor=2154
linha=304 | nome=Otavio | acao=estudou computacao | valor=8083
linha=305 | nome=Natalia | acao=comparou as metricas | valor=3990
linha=306 | nome=Carlos | acao=escreveu o relatorio | valor=9368
linha=307 | nome=Tiago | acao=executou o benchmark | valor=5333
linha=308 | nome=Lucas | acao=analisou os resultados | valor=3133
linha=309 | nome=Helena | acao=participou da aula | valor=1749
linha=310 | nome=Tiago | acao=estudou computacao | valor=2400
linha=311 | nome=Gabriela | acao=participou da aula | valor=6815
linha=312 | nome=Sofia | acao=otimizou o algoritmo | valor=1492
linha=313 | nome=Sofia | acao=otimizou o algoritmo | valor=7897
linha=314 | nome=Ana | acao=analisou os resultados | valor=3833
linha=315 | nome=Sofia | acao=participou da aula | valor=1194
linha=316 | nome=Joao | acao=participou da aula | valor=2604
linha=317 | nome=Lucas | acao=escreveu o relatorio | valor=9083
linha=318 | nome=Mariana | acao=estudou computacao | valor=2123
linha=319 | nome=Bruno | acao=estudou computacao | valor=2073
linha=320 | nome=Igor | acao=fez um experimento | valor=6613
linha=321 | nome=Felipe | acao=otimizou o algoritmo | valor=8902
linha=322 | nome=Igor | acao=executou o benchmark | valor=3691
linha=323 | nome=Gabriela | acao=fez um experimento | valor=9486
linha=324 | nome=Carlos | acao=otimizou o algoritmo | valor=2194
linha=325 | nome=Natalia | acao=estudou computacao | valor=5762
linha=326 | nome=Carlos | acao=participou da aula | valor=4351
linha=327 | nome=Bruno | acao=otimizou o algoritmo | valor=6675
linha=328 | nome=Helena | acao=otimizou o algoritmo | valor=2415
linha=329 | nome=Igor | acao=fez um experimento | valor=9755
linha=330 | nome=Gabriela | acao=participou da aula | valor=5583
linha=331 | nome=Natalia | acao=participou da aula | valor=4057
linha=332 | nome=Natalia | acao=otimizou o algoritmo | valor=3503
linha=333 | nome=Sofia | acao=executou o benchmark | valor=2367
linha=334 | nome=Felipe | acao=estudou computacao | valor=9275
linha=335 | nome=Paulo | acao=fez um experimento | valor=1761
linha=336 | nome=Carlos | acao=otimizou o algoritmo | valor=9623
linha=337 | nome=Otavio | acao=escreveu o relatorio | valor=2834
linha=338 | nome=Ana | acao=escreveu o relatorio | valor=2421
linha=339 | nome=Tiago | acao=escreveu o relatorio | valor=9298
linha=340 | nome=Mariana | acao=otimizou o algoritmo | valor=4931
linha=341 | nome=Bruno | acao=analisou os resultados | valor=3471
linha=342 | nome=Bruno | acao=otimizou o algoritmo | valor=5442
linha=343 | nome=Joao | acao=participou da aula | valor=7095
linha=344 | nome=Bruno | acao=estudou computacao | valor=3134
linha=345 | nome=Renata | acao=escreveu o relatorio | valor=9641
linha=346 | nome=Mariana | acao=estudou computacao | valor=5827
linha=347 | nome=Gabriela | acao=otimizou o algoritmo | valor=9842
linha=348 | nome=Natalia | acao=escreveu o relatorio | valor=2175
linha=349 | nome=Paulo | acao=escreveu o relatorio | valor=2884
linha=350 | nome=Igor | acao=executou o benchmark | valor=2002
linha=351 | nome=Mariana | acao=executou o benchmark | valor=1065
linha=352 | nome=Gabriela | acao=escreveu o relatorio | valor=7676
linha=353 | nome=Natalia | acao=executou o benchmark | valor=9403
linha=354 | nome=Otavio | acao=comparou as metricas | valor=1161
linha=355 | nome=Eduarda | acao=executou o benchmark | valor=6615
linha=356 | nome=Karen | acao=estudou computacao | valor=2822
linha=357 | nome=Ana | acao=fez um experimento | valor=8613
linha=358 | nome=Natalia | acao=participou da aula | valor=6841
linha=359 | nome=Ana | acao=escreveu o relatorio | valor=1136
linha=360 | nome=Renata | acao=escreveu o relatorio | valor=7303
linha=361 | nome=Lucas | acao=participou da aula | valor=7383
linha=362 | nome=Otavio | acao=estudou computacao | valor=2885
linha=363 | nome=Daniela | acao=comparou as metricas | valor=8839
linha=364 | nome=Bruno | acao=comparou as metricas | valor=9790
linha=365 | nome=Eduarda | acao=fez um experimento | valor=9641
linha=366 | nome=Paulo | acao=analisou os resultados | valor=2067
linha=367 | nome=Igor | acao=otimizou o algoritmo | valor=9648
linha=368 | nome=Natalia | acao=escreveu o relatorio | valor=1275
linha=369 | nome=Helena | acao=participou da aula | valor=5297
linha=370 | nome=Mariana | acao=escreveu o relatorio | valor=3029
linha=371 | nome=Otavio | acao=executou o benchmark | valor=2753
linha=372 | nome=Carlos | acao=otimizou o algoritmo | valor=4860
linha=373 | nome=Natalia | acao=otimizou o algoritmo | valor=1046
linha=374 | nome=Natalia | acao=participou da aula | valor=4674
linha=375 | nome=Igor | acao=fez um experimento | valor=7352
linha=376 | nome=Mariana | acao=estudou computacao | valor=4986
linha=377 | nome=Bruno | acao=participou da aula | valor=7329
linha=378 | nome=Karen | acao=comparou as metricas | valor=7808
linha=379 | nome=Eduarda | acao=fez um experimento | valor=6156
linha=380 | nome=Felipe | acao=comparou as metricas | valor=7321
linha=381 | nome=Paulo | acao=escreveu o relatorio | valor=7148
linha=382 | nome=Daniela | acao=executou o benchmark | valor=1615
linha=383 | nome=Joao | acao=escreveu o relatorio | valor=9916
linha=384 | nome=Ana | acao=estudou computacao | valor=8039
linha=385 | nome=Otavio | acao=escreveu o relatorio | valor=1691
linha=386 | nome=Bruno | acao=executou o benchmark | valor=5475
linha=387 | nome=Karen | acao=executou o benchmark | valor=9188
linha=388 | nome=Helena | acao=analisou os resultados | valor=5593
linha=389 | nome=Sofia | acao=escreveu o relatorio | valor=3750
linha=390 | nome=Natalia | acao=fez um experimento | valor=3450
linha=391 | nome=Gabriela | acao=estudou computacao | valor=4416
linha=392 | nome=Tiago | acao=analisou os resultados | valor=9445
linha=393 | nome=Daniela | acao=comparou as metricas | valor=4856
linha=394 | nome=Ana | acao=participou da aula | valor=4446
linha=395 | nome=Bruno | acao=participou da aula | valor=6422
linha=396 | nome=Sofia | acao=escreveu o relatorio | valor=4448
linha=397 | nome=Helena | acao=participou da aula | valor=5448
linha=398 | nome=Renata | acao=executou o benchmark | valor=2377
linha=399 | nome=Felipe | acao=analisou os resultados | valor=4724
linha=400 | nome=Daniela | acao=escreveu o relatorio | valor=2324
linha=401 | nome=Joao | acao=comparou as metricas | valor=7420
linha=402 | nome=Joao | acao=comparou as metricas | valor=1627
linha=403 | nome=Paulo | acao=otimizou o algoritmo | valor=7259
linha=404 | nome=Mariana | acao=executou o benchmark | valor=9993
linha=405 | nome=Gabriela | acao=otimizou o algoritmo | valor=9594
linha=406 | nome=Sofia | acao=executou o benchmark | valor=4272
linha=407 | nome=Paulo | acao=analisou os resultados | valor=4748
linha=408 | nome=Daniela | acao=estudou computacao | valor=5523
linha=409 | nome=Lucas | acao=estudou computacao | valor=4364
linha=410 | nome=Mariana | acao=comparou as metricas | valor=8145
linha=411 | nome=Karen | acao=analisou os resultados | valor=2081
linha=412 | nome=Mariana | acao=participou da aula | valor=3987
linha=413 | nome=Daniela | acao=participou da aula | valor=3733
linha=414 | nome=Bruno | acao=participou da aula | valor=3435
linha=415 | nome=Felipe | acao=estudou computacao | valor=7647
linha=416 | nome=Gabriela | acao=estudou computacao | valor=1338
linha=417 | nome=Karen | acao=fez um experimento | valor=3232
linha=418 | nome=Paulo | acao=escreveu o relatorio | valor=4579
linha=419 | nome=Carlos | acao=comparou as metricas | valor=2609
linha=420 | nome=Joao | acao=estudou computacao | valor=6497
linha=421 | nome=Vitor | acao=participou da aula | valor=7105
linha=422 | nome=Paulo | acao=analisou os resultados | valor=4402
linha=423 | nome=Igor | acao=estudou computacao | valor=8021
linha=424 | nome=Karen | acao=estudou computacao | valor=9155
linha=425 | nome=Otavio | acao=estudou computacao | valor=3122
linha=426 | nome=Igor | acao=participou da aula | valor=3890
linha=427 | nome=Ana | acao=escreveu o relatorio | valor=2173
linha=428 | nome=Lucas | acao=executou o benchmark | valor=6586
linha=429 | nome=Bruno | acao=otimizou o algoritmo | valor=9927
linha=430 | nome=Natalia | acao=comparou as metricas | valor=7895
linha=431 | nome=Ana | acao=executou o benchmark | valor=9670
linha=432 | nome=Felipe | acao=participou da aula | valor=5524
linha=433 | nome=Renata | acao=analisou os resultados | valor=1586
linha=434 | nome=Helena | acao=escreveu o relatorio | valor=5522
linha=435 | nome=Tiago | acao=comparou as metricas | valor=9475
linha=436 | nome=Felipe | acao=fez um experimento | valor=9462
linha=437 | nome=Sofia | acao=fez um experimento | valor=1961
linha=438 | nome=Natalia | acao=estudou computacao | valor=5021
linha=439 | nome=Sofia | acao=fez um experimento | valor=8936
linha=440 | nome=Karen | acao=estudou computacao | valor=9827
linha=441 | nome=Ana | acao=comparou as metricas | valor=7047
linha=442 | nome=Sofia | acao=executou o benchmark | valor=2348
linha=443 | nome=Felipe | acao=fez um experimento | valor=6843
linha=444 | nome=Carlos | acao=participou da aula | valor=4704
linha=445 | nome=Otavio | acao=fez um experimento | valor=1225
linha=446 | nome=Bruno | acao=escreveu o relatorio | valor=7781
linha=447 | nome=Tiago | acao=participou da aula | valor=9166
linha=448 | nome=Helena | acao=fez um experimento | valor=6327
linha=449 | nome=Vitor | acao=executou o benchmark | valor=9432
linha=450 | nome=Lucas | acao=escreveu o relatorio | valor=1902
linha=451 | nome=Joao | acao=otimizou o algoritmo | valor=7792
